CREATION_DATE,OBJECT_ID,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE
2021-11-01T06:36:11,1987-068DA,870.07.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-31T18:07:15,1987-068DB,832.42.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-11-01T04:58:37,1987-068DC,893.32.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-11-01T06:46:11,1987-068DD,712.12.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-26T18:06:59,1987-068DE,886.54.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-31T18:07:15,1987-068DF,792.15.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-30T04:55:04,1987-068DH,929.24.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-11-01T04:58:37,1987-068DJ,921.22.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-11-01T04:58:37,1987-068DK,793.22.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-11-01T06:36:11,1987-068DL,836.16.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-28T19:47:07,1987-068DM,884.38.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-29T06:46:11,1987-068DN,914.14.00,DEBRIS,SMALL,EX USSR,1987,PKMTR
2021-10-31T18:07:15,2008-011DM,2613.52.00,DEBRIS,MEDIUM,EX USSR,2008,TTMTR
2021-10-31T22:46:11,2008-011DN,1090.36.00,DEBRIS,MEDIUM,EX USSR,2008,TTMTR
2021-11-01T04:58:37,2008-011DT,663.32.00,DEBRIS,SMALL,EX USSR,2008,TTMTR
2021-10-31T18:07:15,2008-011DU,664.59.00,DEBRIS,SMALL,EX USSR,2008,TTMTR
2021-11-01T04:58:37,2002-040F,34933.05.00,DEBRIS,,EUROPA E MEDIO ORIENTE,2002,FRANCIAGUI
2021-11-01T04:58:37,2014-032A,19117.57.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-10-31T18:07:15,2014-032B,19238.18.00,ROCKET BODY,LARGE,EX USSR,2014,PKMTR
2021-11-01T06:56:12,2014-033A,621.57.00,PAYLOAD,MEDIUM,KAZAKISTAN,2014,OREN
2021-11-01T06:56:12,2014-033B,609.11.00,PAYLOAD,MEDIUM,GIAPPONE,2014,OREN
2021-11-01T04:58:37,2014-033C,610.52.00,PAYLOAD,MEDIUM,ITALIA,2014,OREN
2021-11-01T06:56:12,2014-033D,616.47.00,PAYLOAD,LARGE,SPAGNA,2014,OREN
2021-11-01T06:56:12,2014-033E,571.32.00,PAYLOAD,MEDIUM,ARGENTINA,2014,OREN
2021-11-01T04:58:37,2014-033F,617.39.00,PAYLOAD,MEDIUM,GIAPPONE,2014,OREN
2021-11-01T04:58:37,2014-033G,621.11.00,PAYLOAD,MEDIUM,ARABIA SAUDITA,2014,OREN
2021-11-01T06:56:12,2014-033H,570.27.00,PAYLOAD,MEDIUM,EX USSR,2014,OREN
2021-11-01T06:56:12,2014-033J,616.27.00,PAYLOAD,MEDIUM,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033K,625.37.00,PAYLOAD,MEDIUM,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033L,623.49.00,PAYLOAD,MEDIUM,CANADA,2014,OREN
2021-11-01T06:56:12,2014-033M,584.51.00,PAYLOAD,SMALL,ISRAELE,2014,OREN
2021-11-01T04:58:37,2014-033N,591.58.00,PAYLOAD,SMALL,REPUBBLICA CINESE,2014,OREN
2021-11-01T04:58:37,2014-033P,596.34.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033Q,586.49.00,PAYLOAD,SMALL,BRASILE,2014,OREN
2021-10-31T22:56:12,2014-033R,597.27.00,PAYLOAD,SMALL,BELGIO,2014,OREN
2021-11-01T06:56:12,2014-033S,593.32.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033T,597.52.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T06:56:12,2014-033U,591.46.00,PAYLOAD,MEDIUM,SINGAPORE,2014,OREN
2021-11-01T06:56:12,2014-033V,588.12.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033W,596.51.00,PAYLOAD,SMALL,DANIMARCA,2014,OREN
2021-11-01T04:58:37,2014-033X,587.41.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-10-31T22:56:12,2014-033Y,598.58.00,PAYLOAD,SMALL,BELGIO,2014,OREN
2021-11-01T06:56:12,2014-033Z,583.07.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033AA,613.03.00,PAYLOAD,MEDIUM,URUGUAY,2014,OREN
2021-11-01T04:58:37,2014-033AB,587.38.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T06:56:12,2014-033AC,594.48.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T06:56:12,2014-033AD,599.05.00,PAYLOAD,MEDIUM,EX USSR,2014,OREN
2021-11-01T06:36:11,2014-033AE,591.33.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033AF,598.44.00,PAYLOAD,MEDIUM,EX USSR,2014,OREN
2021-11-01T04:58:37,2014-033AG,592.37.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T06:36:11,2014-033AH,588.58.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-10-31T22:56:12,2014-033AJ,596.01.00,PAYLOAD,SMALL,UCRAINA,2014,OREN
2021-11-01T04:58:37,2014-033AK,611.18.00,PAYLOAD,SMALL,IRAQ,2014,OREN
2021-11-01T04:58:37,2014-033AL,605.59.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033AM,613.57.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033AN,602.06.00,PAYLOAD,SMALL,STATI UNITI,2014,OREN
2021-11-01T04:58:37,2014-033AP,611.07.00,ROCKET BODY,LARGE,EX USSR,2014,OREN
2021-11-01T06:56:12,2014-033AR,601.02.00,DEBRIS,LARGE,EX USSR,2014,OREN
2021-11-01T06:56:12,1993-014BM,613.13.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T06:56:12,2014-034A,698.27.00,PAYLOAD,LARGE,AZERBAIGIAN,2014,SRI
2021-11-01T04:58:37,2014-034B,627.48.00,PAYLOAD,MEDIUM,GERMANIA,2014,SRI
2021-11-01T06:56:12,2014-034C,645.47.00,PAYLOAD,MEDIUM,CANADA,2014,SRI
2021-11-01T04:58:37,2014-034D,645.35.00,PAYLOAD,MEDIUM,CANADA,2014,SRI
2021-11-01T06:56:12,2014-034E,630.57.00,PAYLOAD,SMALL,SINGAPORE,2014,SRI
2021-11-01T04:58:37,2014-034F,617.26.00,ROCKET BODY,LARGE,INDIA,2014,SRI
2021-11-01T04:58:37,2014-035A,708.47.00,PAYLOAD,LARGE,STATI UNITI,2014,AFWTR
2021-10-28T19:47:07,2014-035B,2388.57.00,ROCKET BODY,LARGE,STATI UNITI,2014,AFWTR
2021-11-01T12:46:19,2014-036A,1476.51.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-11-01T04:58:37,2014-036B,1489.45.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-11-01T04:58:37,2014-036C,1489.48.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-11-01T04:58:37,2014-036D,1159.58.00,ROCKET BODY,LARGE,EX USSR,2014,PKMTR
2021-11-01T06:56:12,2014-037A,820.28.00,PAYLOAD,LARGE,EX USSR,2014,TTMTR
2021-11-01T04:58:37,2014-037B,634.32.00,PAYLOAD,LARGE,EX USSR,2014,TTMTR
2021-11-01T06:56:12,2014-037C,629.31.00,PAYLOAD,MEDIUM,EX USSR,2014,TTMTR
2021-11-01T04:58:37,2014-037D,628.36.00,PAYLOAD,MEDIUM,STATI UNITI,2014,TTMTR
2021-11-01T06:56:12,2014-037E,638.04.00,PAYLOAD,MEDIUM,EX USSR,2014,TTMTR
2021-11-01T06:56:12,2014-037F,623.43.00,PAYLOAD,MEDIUM,REGNO UNITO,2014,TTMTR
2021-10-31T22:56:12,2014-037G,628.02.00,PAYLOAD,MEDIUM,NORVEGIA,2014,TTMTR
2021-11-01T04:58:37,2014-037H,608.18.00,PAYLOAD,MEDIUM,REGNO UNITO,2014,TTMTR
2021-11-01T04:58:37,2014-037K,629.29.00,DEBRIS,LARGE,EX USSR,2014,TTMTR
2021-11-01T04:58:37,2014-038A,8070.27.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-038B,8062.56.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-038C,8063.57.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-10-31T18:07:15,2014-038D,8076.14.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-10-31T18:07:15,2014-038E,7677.13.00,ROCKET BODY,LARGE,EX USSR,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-040A,708.09.00,PAYLOAD,MEDIUM,GLOBALSTAR,2014,AFETR
2021-11-01T04:58:37,2014-040B,709.51.00,PAYLOAD,MEDIUM,GLOBALSTAR,2014,AFETR
2021-11-01T06:56:12,2014-040C,674.22.00,PAYLOAD,MEDIUM,GLOBALSTAR,2014,AFETR
2021-11-01T04:58:37,2014-040D,620.26.00,PAYLOAD,MEDIUM,GLOBALSTAR,2014,AFETR
2021-11-01T04:58:37,2014-040E,704.14.00,PAYLOAD,MEDIUM,GLOBALSTAR,2014,AFETR
2021-11-01T04:58:37,2014-040F,708.27.00,PAYLOAD,MEDIUM,GLOBALSTAR,2014,AFETR
2021-10-22T18:26:10,2014-043B,36117.35.00,PAYLOAD,,STATI UNITI,2014,AFETR
2021-10-31T18:07:15,2014-043C,36181.11.00,PAYLOAD,,STATI UNITI,2014,AFETR
2021-10-31T18:07:15,2014-043D,36148.01.00,ROCKET BODY,LARGE,STATI UNITI,2014,AFETR
2021-10-31T18:07:15,2014-045A,20137.37.00,PAYLOAD,LARGE,STATI UNITI,2014,AFETR
2021-11-01T04:58:37,2014-045B,20619.57.00,ROCKET BODY,LARGE,STATI UNITI,2014,AFETR
2021-11-01T04:58:37,2014-046A,35777.5,PAYLOAD,LARGE,ASCENTION ISLAND,2014,AFETR
2021-11-01T06:56:12,2014-046B,211.42.00,ROCKET BODY,LARGE,STATI UNITI,2014,AFETR
2021-11-01T06:46:11,2014-047A,923.18.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-047B,911.39.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-047C,922.49.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-047D,721.31.00,ROCKET BODY,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-047E,911.31.00,DEBRIS,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-047F,929.12.00,DEBRIS,LARGE,CINA,2014,JSC
2021-11-01T06:56:12,2014-048A,613.21.00,PAYLOAD,LARGE,STATI UNITI,2014,AFWTR
2021-11-01T06:56:12,2014-049A,625.04.00,PAYLOAD,LARGE,CINA,2014,TSC
2021-10-31T18:07:15,2014-049B,607.25.00,PAYLOAD,MEDIUM,POLONIA,2014,TSC
2021-10-31T18:07:15,2014-050A,17028.14.00,PAYLOAD,LARGE,STATI IN EST/ SUD AFRICA,2014,FRANCIAGUI
2021-10-31T18:07:15,2014-050B,17039.19.00,PAYLOAD,LARGE,STATI IN EST/ SUD AFRICA,2014,FRANCIAGUI
2021-10-31T18:07:15,2014-050C,13615.31.00,ROCKET BODY,LARGE,EX USSR,2014,FRANCIAGUI
2021-11-01T06:56:12,2014-051A,788.55.00,PAYLOAD,MEDIUM,CINA,2014,JSC
2021-11-01T06:56:12,2014-051B,788.12.00,PAYLOAD,MEDIUM,CINA,2014,JSC
2021-11-01T14:26:11,2014-052A,35785.16.00,PAYLOAD,LARGE,ASCENTION ISLAND,2014,AFETR
2021-11-01T06:56:12,2014-053A,496.46.00,PAYLOAD,LARGE,CINA,2014,TSC
2021-11-01T14:26:11,2014-053B,454.16.00,PAYLOAD,MEDIUM,CINA,2014,TSC
2021-11-01T14:36:10,2014-054A,35774.27.00,PAYLOAD,LARGE,AUSTRALIA,2014,FRANCIAGUI
2021-11-01T14:36:10,2014-054B,35792.55.00,PAYLOAD,LARGE,MALA,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-054C,281.59.00,ROCKET BODY,LARGE,FRANCIA,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-054D,297.21.00,DEBRIS,LARGE,FRANCIA,2014,FRANCIAGUI
2021-10-29T18:22:41,2007-003AQ,620.18.00,DEBRIS,SMALL,CINA,2007,XSC
2021-10-31T22:56:12,2010-042K,1080.57.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T22:56:12,2010-042L,375.32.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-11-01T06:56:12,2010-042M,1156.48.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-11-01T06:56:12,2010-042N,566.13.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T14:36:11,2010-042P,1245.17.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-27T18:00:50,2010-042Q,915.33.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T18:07:15,2010-042R,1089.28.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-11-01T06:36:11,2010-042S,921.19.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-29T07:06:15,2010-042T,1509.29.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-29T18:22:41,2010-042U,1351.16.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-29T18:22:41,2010-042W,1248.34.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T18:07:15,2010-057Y,696.49.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T22:36:11,2010-057Z,288.43.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T18:07:15,2010-057AC,568.31.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-29T18:22:41,2010-057AD,494.13.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-23T18:14:31,2010-057AE,918.34.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-11-01T06:46:11,2010-057AF,552.33.00,DEBRIS,MEDIUM,CINA,2010,XSC
2021-10-31T18:07:15,2011-077C,705.09.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-11-01T06:56:12,2011-077D,408.27.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-31T18:07:15,2011-077E,361.22.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-11-01T04:58:37,2011-077F,472.44.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-11-01T06:46:11,2011-077G,472.18.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-31T22:56:12,2011-077H,366.18.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-31T22:46:11,2011-077J,539.01.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-29T22:26:11,2011-077K,1014.33.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-30T04:55:04,2011-077L,771.2,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-29T18:22:41,2011-077M,743.29.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-11-01T06:56:12,2011-077N,793.48.00,DEBRIS,LARGE,CINA,2011,XSC
2021-10-31T18:07:15,2011-077Q,584,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-24T17:20:17,2011-077S,715.09.00,DEBRIS,MEDIUM,CINA,2011,XSC
2021-10-31T18:07:15,2012-008D,2738.07.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-11-01T04:58:37,2012-008E,397.14.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-11-01T04:58:37,2012-008F,605.52.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-30T18:17:17,2012-008G,1201.08.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-28T19:47:07,2012-008H,492.09.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-29T18:22:41,2012-008J,832.22.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-30T18:17:17,2012-008K,1187.49.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-31T18:07:15,2012-008L,839.09.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-11-01T04:58:37,2012-008M,454.59.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-31T22:56:12,2012-008N,473.54.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-11-01T06:56:12,2012-008P,683.38.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-30T04:55:04,2012-008R,578.21.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-10-31T23:06:11,2012-008S,554.17.00,DEBRIS,MEDIUM,CINA,2012,XSC
2021-11-01T04:58:37,2014-055B,8157.48.00,ROCKET BODY,MEDIUM,STATI UNITI,2014,AFETR
2021-10-31T18:07:15,1979-095CL,802.39.00,DEBRIS,SMALL,EX USSR,1979,PKMTR
2021-10-31T22:36:11,1979-095CM,841.52.00,DEBRIS,SMALL,EX USSR,1979,PKMTR
2021-10-31T22:36:11,1979-095CN,847.34.00,DEBRIS,SMALL,EX USSR,1979,PKMTR
2021-10-31T18:07:15,1986-088E,916.53.00,DEBRIS,SMALL,STATI UNITI,1986,AFWTR
2021-11-01T04:58:37,1988-056C,509.27.00,DEBRIS,SMALL,EX USSR,1988,PKMTR
2021-11-01T04:58:37,1993-036BUX,761.44.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-31T18:07:15,1993-036BUZ,664.14.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-29T07:06:15,1993-036BVA,534.17.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T04:58:37,1993-036BVC,715.5,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T06:46:11,1993-036BVD,600.54.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-29T06:46:11,1993-036BVE,702.01.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-31T18:07:15,1993-036BVF,545.14.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-28T14:46:11,1993-036BVG,561.02.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-29T18:22:41,1993-036BVH,759.45.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-31T18:07:15,1993-036BVK,748.16.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-31T18:07:15,1993-036BVL,556.52.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T06:46:11,1993-036BVM,631.06.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-31T22:36:11,1993-036BVN,721.27.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T04:58:37,1993-036BVQ,731.16.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-27T22:46:20,1993-036BVR,768.45.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T04:58:37,1993-036BVS,733.23.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-31T22:26:11,1993-036BVT,760.37.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-11-01T04:58:37,1993-036BVU,647.09.00,DEBRIS,SMALL,EX USSR,1993,PKMTR
2021-10-29T22:36:11,1994-029AGJ,570.08.00,DEBRIS,SMALL,STATI UNITI,1994,AFWTR
2021-11-01T06:16:13,1994-029AGK,558.24.00,DEBRIS,SMALL,STATI UNITI,1994,AFWTR
2021-11-01T04:58:37,1997-082J,770.22.00,DEBRIS,SMALL,STATI UNITI,1997,AFWTR
2021-10-31T18:07:15,1997-082L,767.08.00,DEBRIS,SMALL,STATI UNITI,1997,AFWTR
2021-10-31T18:07:15,1997-082M,611.49.00,DEBRIS,SMALL,STATI UNITI,1997,AFWTR
2021-11-01T06:56:12,1997-082P,755.46.00,DEBRIS,SMALL,STATI UNITI,1997,AFWTR
2021-10-22T22:46:11,1997-082Q,748.53.00,DEBRIS,SMALL,STATI UNITI,1997,AFWTR
2021-11-01T04:58:37,2014-058A,35796.52.00,PAYLOAD,LARGE,EX USSR,2014,TTMTR
2021-10-31T18:07:15,2014-058B,35615.57.00,ROCKET BODY,LARGE,EX USSR,2014,TTMTR
2021-10-31T18:07:15,2014-058C,825.52.00,DEBRIS,LARGE,EX USSR,2014,TTMTR
2021-11-01T06:46:11,2014-059A,691.41.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-059B,628.07.00,ROCKET BODY,LARGE,CINA,2014,JSC
2021-10-31T18:07:15,2014-059C,644.21.00,DEBRIS,SMALL,CINA,2014,JSC
2021-11-01T04:58:37,2014-059D,654.37.00,DEBRIS,SMALL,CINA,2014,JSC
2021-10-31T18:07:15,2014-059E,690.13.00,DEBRIS,SMALL,CINA,2014,JSC
2021-11-01T04:58:37,2014-059F,699.59.00,DEBRIS,SMALL,CINA,2014,JSC
2021-11-01T04:58:37,2014-060A,35790.12.00,PAYLOAD,LARGE,GIAPPONE,2014,TNSTA
2021-11-01T04:58:37,2014-060B,233.41.00,ROCKET BODY,LARGE,GIAPPONE,2014,TNSTA
2021-10-31T18:07:15,2014-061B,267.31.00,ROCKET BODY,LARGE,INDIA,2014,SRI
2021-11-01T06:56:12,2014-062A,35781.17.00,PAYLOAD,LARGE,INTELSAT,2014,FRANCIAGUI
2021-11-01T06:56:12,2014-062B,35795.58.00,PAYLOAD,LARGE,ARGENTINA,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-062C,264.24.00,ROCKET BODY,LARGE,FRANCIA,2014,FRANCIAGUI
2021-11-01T06:56:12,2014-063A,1198.54.00,PAYLOAD,LARGE,CINA,2014,TSC
2021-11-01T04:58:37,2014-063B,1002.21.00,ROCKET BODY,LARGE,CINA,2014,TSC
2021-11-01T04:58:37,2014-064A,35794.05.00,PAYLOAD,LARGE,EX USSR,2014,TTMTR
2021-11-01T04:58:37,2014-064B,34658.02.00,ROCKET BODY,LARGE,EX USSR,2014,TTMTR
2021-11-01T06:56:12,2014-066A,692.28.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-066B,676.32.00,ROCKET BODY,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-066C,696.12.00,DEBRIS,SMALL,CINA,2014,JSC
2021-11-01T04:58:37,2014-066D,655.12.00,DEBRIS,SMALL,CINA,2014,JSC
2021-11-01T04:58:37,2014-066E,644.33.00,DEBRIS,SMALL,CINA,2014,JSC
2021-11-01T04:58:37,2014-066F,688.37.00,DEBRIS,SMALL,CINA,2014,JSC
2021-10-31T22:56:12,2014-068A,20084.58.00,PAYLOAD,LARGE,STATI UNITI,2014,AFETR
2021-10-31T18:07:15,2014-068B,20622.17.00,ROCKET BODY,LARGE,STATI UNITI,2014,AFETR
2021-10-31T15:06:13,2014-069A,1334.34.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-10-31T18:07:15,2014-069B,1176.58.00,ROCKET BODY,LARGE,EX USSR,2014,PKMTR
2021-10-31T23:16:11,2014-070A,510.33.00,PAYLOAD,LARGE,GIAPPONE,2014,OREN
2021-11-01T06:56:12,2014-070B,492.33.00,PAYLOAD,MEDIUM,GIAPPONE,2014,OREN
2021-11-01T06:56:12,2014-070C,496.51.00,PAYLOAD,MEDIUM,GIAPPONE,2014,OREN
2021-11-01T06:56:12,2014-070D,473.52.00,PAYLOAD,MEDIUM,GIAPPONE,2014,OREN
2021-11-01T06:56:12,2014-070E,493.37.00,PAYLOAD,MEDIUM,GIAPPONE,2014,OREN
2021-11-01T06:56:12,2014-070F,495.51.00,ROCKET BODY,LARGE,EX USSR,2014,OREN
2021-11-01T06:56:12,2014-071A,519.27.00,PAYLOAD,LARGE,CINA,2014,TSC
2021-11-01T06:56:12,2014-071B,408.02.00,ROCKET BODY,LARGE,CINA,2014,TSC
2021-11-01T14:36:10,2014-072A,640.45.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-075A,19084.09.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-10-31T18:07:15,2014-075B,19371.42.00,ROCKET BODY,LARGE,EX USSR,2014,PKMTR
2021-11-01T14:46:11,1984-072C,928.04.00,DEBRIS,SMALL,EX USSR,1984,PKMTR
2021-11-01T04:58:37,1984-072D,921.23.00,DEBRIS,SMALL,EX USSR,1984,PKMTR
2021-11-01T06:56:12,2002-005K,691.44.00,DEBRIS,SMALL,STATI UNITI,2002,AFWTR
2021-11-01T04:58:37,2014-078A,35779.59.00,PAYLOAD,LARGE,INDIA,2014,FRANCIAGUI
2021-10-31T18:07:15,2014-078B,35788.33.00,PAYLOAD,LARGE,STATI UNITI,2014,FRANCIAGUI
2021-10-31T22:36:11,2014-078C,213.59.00,ROCKET BODY,LARGE,FRANCIA,2014,FRANCIAGUI
2021-11-01T06:56:12,2014-079A,776.29.00,PAYLOAD,LARGE,CINA,2014,TSC
2021-10-31T23:06:11,2014-079B,475.35.00,ROCKET BODY,LARGE,CINA,2014,TSC
2021-11-01T04:58:37,2014-080A,938.49.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T06:56:12,2014-080B,938.08.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-11-01T06:46:11,2014-080C,938.11.00,PAYLOAD,LARGE,CINA,2014,JSC
2021-10-31T23:06:11,2014-080D,732.03.00,ROCKET BODY,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-080E,924.26.00,DEBRIS,LARGE,CINA,2014,JSC
2021-11-01T04:58:37,2014-080F,932.46.00,DEBRIS,LARGE,CINA,2014,JSC
2021-10-22T15:26:12,2014-082A,35799.34.00,PAYLOAD,LARGE,EX USSR,2014,TTMTR
2021-10-31T18:07:15,2014-082B,30507.32.00,ROCKET BODY,MEDIUM,EX USSR,2014,TTMTR
2021-11-01T04:58:37,2014-083A,8063.55.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-083B,8071.13.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-11-01T04:58:37,2014-083C,8062.19.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-11-01T14:36:10,2014-083D,8065.21.00,PAYLOAD,LARGE,O3B,2014,FRANCIAGUI
2021-10-31T18:07:15,2014-083E,7680.03.00,ROCKET BODY,LARGE,EX USSR,2014,FRANCIAGUI
2021-11-01T06:36:11,2014-084A,431.11.00,PAYLOAD,LARGE,SUD AFRICA,2014,TTMTR
2021-11-01T04:58:37,2014-084B,426.37.00,ROCKET BODY,LARGE,EX USSR,2014,TTMTR
2021-11-01T04:58:37,2014-085A,36104.46.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-11-01T14:46:11,2014-086A,913.49.00,PAYLOAD,LARGE,EX USSR,2014,PKMTR
2021-11-01T14:46:11,2014-087A,462.18.00,PAYLOAD,LARGE,EX USSR,2014,TTMTR
2021-11-01T14:46:11,2014-088A,490.34.00,PAYLOAD,LARGE,CINA,2014,TSC
